src_idx,dst_idx,src_gene,dst_gene,score
486,139,1700017B05RIK,E2F4,0.8497114
486,299,1700017B05RIK,GTF3C3,0.8491721
486,624,1700017B05RIK,GTF2E1,0.8473171
486,48,1700017B05RIK,RB1,0.84651065
486,601,1700017B05RIK,ELP2,0.84548205
486,106,1700017B05RIK,JARID2,0.8437635
486,588,1700017B05RIK,SNAPC3,0.8423107
486,284,1700017B05RIK,XRCC6,0.83963174
486,8,1700017B05RIK,PHB2,0.83944
486,119,1700017B05RIK,POLR3F,0.8392489
486,72,1700017B05RIK,MEF2C,0.8377315
486,599,1700017B05RIK,E2F6,0.8364354
486,201,1700017B05RIK,STAT3,0.8345293
486,456,1700017B05RIK,NCOA6,0.8320959
486,402,1700017B05RIK,SNRPB,0.8319243
486,652,1700017B05RIK,RARB,0.829924
486,533,1700017B05RIK,HDAC10,0.82648224
486,612,1700017B05RIK,RUVBL2,0.8256889
486,680,1700017B05RIK,POLR2B,0.82387227
486,296,1700017B05RIK,RASAL3,0.8227997
486,199,1700017B05RIK,ID2,0.8214896
486,395,1700017B05RIK,RUNX2,0.82056737
486,91,1700017B05RIK,ANXA6,0.8166731
486,439,1700017B05RIK,ETS1,0.8153963
486,623,1700017B05RIK,TAF1,0.8138717
486,34,1700017B05RIK,CCNE1,0.8131847
486,458,1700017B05RIK,EGR1,0.8077688
486,325,1700017B05RIK,SMAD2,0.80662435
486,177,1700017B05RIK,POLR1B,0.80618346
486,84,1700017B05RIK,PRPF4,0.8061577
486,174,1700017B05RIK,RHD,0.8060114
486,575,1700017B05RIK,HLF,0.8060114
486,24,1700017B05RIK,STEAP3,0.80590314
486,151,1700017B05RIK,IFI30,0.80590314
486,211,1700017B05RIK,YBX1,0.80590314
486,237,1700017B05RIK,CAR1,0.80590314
486,313,1700017B05RIK,IARS,0.80590314
486,451,1700017B05RIK,HSDL1,0.80590314
486,496,1700017B05RIK,NUDT9,0.80590314
486,498,1700017B05RIK,RNF4,0.80590314
486,209,1700017B05RIK,RELB,0.8053052
486,2,1700017B05RIK,SRSF1,0.8051682
486,157,1700017B05RIK,CDC45,0.80483335
486,245,1700017B05RIK,AHCTF1,0.8037136
486,271,1700017B05RIK,ZFP36,0.80324745
486,62,1700017B05RIK,HDAC11,0.80140996
486,224,1700017B05RIK,HDAC2,0.8010947
486,562,1700017B05RIK,PA2G4,0.80101347
486,640,1700017B05RIK,CCNA2,0.799975
486,409,1700017B05RIK,REL,0.79985774
366,284,2210016F16RIK,XRCC6,0.8676832
366,139,2210016F16RIK,E2F4,0.8496935
366,299,2210016F16RIK,GTF3C3,0.8490556
366,640,2210016F16RIK,CCNA2,0.8481221
366,624,2210016F16RIK,GTF2E1,0.8474605
366,48,2210016F16RIK,RB1,0.8464866
366,601,2210016F16RIK,ELP2,0.84561807
366,106,2210016F16RIK,JARID2,0.84372634
366,588,2210016F16RIK,SNAPC3,0.8422857
366,119,2210016F16RIK,POLR3F,0.8392255
366,8,2210016F16RIK,PHB2,0.8385364
366,72,2210016F16RIK,MEF2C,0.83768404
366,599,2210016F16RIK,E2F6,0.8364112
366,201,2210016F16RIK,STAT3,0.83416843
366,456,2210016F16RIK,NCOA6,0.83205277
366,402,2210016F16RIK,SNRPB,0.83197683
366,652,2210016F16RIK,RARB,0.82988495
366,533,2210016F16RIK,HDAC10,0.82643646
366,612,2210016F16RIK,RUVBL2,0.82568794
366,680,2210016F16RIK,POLR2B,0.82353044
366,199,2210016F16RIK,ID2,0.8218411
366,395,2210016F16RIK,RUNX2,0.82052004
366,91,2210016F16RIK,ANXA6,0.8166335
366,84,2210016F16RIK,PRPF4,0.8166317
366,34,2210016F16RIK,CCNE1,0.81354135
366,203,2210016F16RIK,SPI1,0.8121438
366,458,2210016F16RIK,EGR1,0.8084482
366,583,2210016F16RIK,CTR9,0.80835384
366,439,2210016F16RIK,ETS1,0.80828524
366,325,2210016F16RIK,SMAD2,0.80658454
366,177,2210016F16RIK,POLR1B,0.80640405
366,451,2210016F16RIK,HSDL1,0.8060768
366,575,2210016F16RIK,HLF,0.80595833
366,24,2210016F16RIK,STEAP3,0.8058736
366,120,2210016F16RIK,WDR4,0.8058736
366,151,2210016F16RIK,IFI30,0.8058736
366,211,2210016F16RIK,YBX1,0.8058736
366,296,2210016F16RIK,RASAL3,0.8058736
366,313,2210016F16RIK,IARS,0.8058736
366,498,2210016F16RIK,RNF4,0.8058736
366,157,2210016F16RIK,CDC45,0.8057351
366,2,2210016F16RIK,SRSF1,0.8054543
366,209,2210016F16RIK,RELB,0.805448
366,237,2210016F16RIK,CAR1,0.80450827
366,174,2210016F16RIK,RHD,0.80422884
366,245,2210016F16RIK,AHCTF1,0.80391145
366,271,2210016F16RIK,ZFP36,0.8035355
366,62,2210016F16RIK,HDAC11,0.80136174
366,562,2210016F16RIK,PA2G4,0.80118936
366,92,2210016F16RIK,FOS,0.80117345
193,284,2610035D17RIK,XRCC6,0.8676514
193,139,2610035D17RIK,E2F4,0.8497114
193,299,2610035D17RIK,GTF3C3,0.8491721
193,640,2610035D17RIK,CCNA2,0.84791577
193,624,2610035D17RIK,GTF2E1,0.8473171
193,48,2610035D17RIK,RB1,0.8465736
193,601,2610035D17RIK,ELP2,0.84564906
193,106,2610035D17RIK,JARID2,0.8437635
193,588,2610035D17RIK,SNAPC3,0.8423107
193,8,2610035D17RIK,PHB2,0.8392513
193,119,2610035D17RIK,POLR3F,0.8392249
193,72,2610035D17RIK,MEF2C,0.8377315
193,599,2610035D17RIK,E2F6,0.8364354
193,201,2610035D17RIK,STAT3,0.8345293
193,456,2610035D17RIK,NCOA6,0.832721
193,402,2610035D17RIK,SNRPB,0.8319989
193,652,2610035D17RIK,RARB,0.829924
193,612,2610035D17RIK,RUVBL2,0.82562333
193,680,2610035D17RIK,POLR2B,0.82402164
193,199,2610035D17RIK,ID2,0.821896
193,395,2610035D17RIK,RUNX2,0.82056737
